Id,Amount,Network,Mode,TransactionDate,transactionId
862,310.33,Discover,In-store,2022-08-13,7173638395
863,793.89,Mastercard,Online,2022-10-06,8496100299
864,549.95,Mastercard,In-store,2023-02-05,2614867646
865,608.65,Mastercard,In-store,2022-05-29,6448819071
866,280.56,Discover,Online,2022-10-11,6740778190
867,245.21,Mastercard,Online,2023-02-25,6246474199
868,429.36,Mastercard,In-store,2023-01-12,7659343405
869,284.61,American Express,In-store,2022-12-18,4994750346
870,221.32,Mastercard,Online,2022-11-24,2268132450
871,475.37,Discover,Online,2022-03-24,1717457983
872,675.89,American Express,In-store,2023-03-12,4713828689
873,848.39,American Express,In-store,2022-12-14,1035754891
874,601.35,Mastercard,In-store,2022-10-18,1250560150
875,868.51,Mastercard,In-store,2023-02-18,3607122552
876,377.48,Mastercard,In-store,2022-12-10,6519616880
877,971.54,Mastercard,In-store,2023-03-03,6193414765
878,221.51,Visa,Online,2022-08-30,5559954996
879,954.99,Discover,In-store,2022-03-28,6540573171
880,826.38,American Express,Online,2022-12-03,1862139384
881,662.14,Mastercard,In-store,2022-05-03,7430177390
882,766.7,Mastercard,In-store,2022-08-11,2084041819
883,403.28,Discover,Online,2023-01-19,2780602069
884,110.88,Visa,In-store,2022-11-14,7437562111
885,806.12,Visa,In-store,2022-11-29,4317894425
886,348.02,Mastercard,In-store,2022-03-17,3021266243
887,403.25,Visa,In-store,2022-03-28,6465440007
888,937.71,American Express,Online,2022-10-26,6615015019
889,808.48,Mastercard,Online,2022-06-15,1204002739
890,137.74,Discover,Online,2022-10-11,9004148819
891,840.15,Discover,Online,2022-05-19,5715144039
892,618.58,Discover,In-store,2023-01-25,1581237911
893,720.99,Mastercard,Online,2022-04-21,2605787527
894,140.55,American Express,Online,2022-12-20,9147365512
895,907.3,Visa,In-store,2022-07-16,8188343863
896,855.07,American Express,In-store,2023-01-07,3158804379
897,64.2,Mastercard,Online,2023-01-05,9118208112
898,146.62,American Express,Online,2022-08-11,3982820683
899,418.16,Mastercard,Online,2023-02-07,1227062931
900,291.35,American Express,Online,2022-06-12,8506146769
901,504.11,Discover,Online,2022-05-01,2089741134
902,730.98,Mastercard,Online,2022-12-03,7568215117
903,486.15,Discover,Online,2022-11-29,9659698768
904,899.8,Discover,In-store,2022-06-26,8492753337
905,682.75,American Express,Online,2022-06-19,6061347240
906,76.53,American Express,In-store,2022-12-04,5085135229
907,742.87,American Express,Online,2022-07-09,9431271108
908,628.59,Visa,In-store,2022-04-16,6596830309
909,54.34,Visa,In-store,2022-05-07,9834748855
910,141.84,Discover,In-store,2023-01-20,2692228305
911,108.39,Mastercard,Online,2022-05-08,4095182316
912,704.9,Visa,Online,2022-10-14,7474795278
913,866.69,Mastercard,Online,2023-03-05,7371763882
914,870.36,Discover,In-store,2022-09-20,8930408970
915,361.71,Discover,Online,2022-06-02,6154874087
916,255.05,Discover,In-store,2022-11-04,9762933449
917,587.37,American Express,Online,2022-06-26,8340374105
918,281.8,American Express,In-store,2022-09-22,6608552158
919,470.54,Discover,In-store,2022-12-25,7072122859
920,205.06,American Express,In-store,2023-02-19,2973342233
921,65.11,American Express,Online,2022-09-04,7025649209
922,611.55,American Express,Online,2022-10-13,6729446269
923,127.64,Visa,Online,2022-07-15,6631660751
924,780.79,Discover,Online,2023-01-22,4688856729
925,388.48,Mastercard,In-store,2022-11-06,4789052314
926,716.83,Discover,Online,2023-02-26,8534162303
927,136.23,Discover,Online,2022-06-18,7290211792
928,915.31,Visa,Online,2022-07-20,8553051867
929,672.83,Discover,Online,2022-09-29,9690150160
930,803.99,Discover,In-store,2022-06-17,2746277024
931,223.63,Discover,In-store,2022-06-14,4379943316
932,637.56,Mastercard,In-store,2022-06-01,9133948785
933,602.79,Discover,Online,2022-12-02,5631756943
934,620.62,Discover,In-store,2022-10-09,1690446634
935,372.11,Visa,Online,2022-05-12,9779032634
936,498.94,Mastercard,In-store,2022-05-16,7959185353
937,849.91,Mastercard,Online,2022-10-04,8021556115
938,703.18,Mastercard,In-store,2023-01-29,2376472677
939,354.31,Mastercard,Online,2022-08-14,5819491478
940,982.56,Discover,Online,2022-03-17,4168332510
941,935.91,Mastercard,Online,2022-12-19,2908669316
942,821.51,Mastercard,In-store,2022-05-03,8717317366
943,462.41,Visa,In-store,2023-03-03,1384840167
944,99.6,Mastercard,In-store,2022-12-05,7033797735
945,378.04,Visa,Online,2022-05-05,8084004921
946,877.57,American Express,In-store,2022-10-19,6244933013
947,946.4,American Express,Online,2022-03-27,1292154820
948,309.96,Mastercard,Online,2022-07-16,6499856164
949,246.54,Discover,Online,2022-10-03,8226999956
950,123.8,American Express,In-store,2022-11-01,4079073958
951,228.9,American Express,In-store,2022-06-09,2458075461
952,190.86,Mastercard,Online,2022-12-26,2296890976
953,353.2,Visa,Online,2022-11-15,5440066642
954,661.02,American Express,Online,2022-07-07,9237392589
955,257.65,American Express,In-store,2022-03-29,9405361587
956,991.72,Mastercard,Online,2022-08-21,1646277510
957,468.16,Mastercard,In-store,2022-10-21,8169759835
958,697.89,Mastercard,Online,2023-02-22,2967035509
959,375.51,Mastercard,Online,2022-03-30,7931872182
960,669.74,Discover,Online,2023-01-09,2029411379
961,735.03,Discover,In-store,2022-08-19,7841787519
962,640.04,Discover,In-store,2022-04-09,2038891224
963,941.33,Discover,In-store,2022-04-26,6453102343
964,532.6,American Express,Online,2022-08-26,3901193664
965,811.99,Mastercard,Online,2022-03-30,1557447853
966,607.79,Mastercard,In-store,2023-01-14,4912359126
967,763.88,Discover,Online,2023-02-25,1589217401
968,552.62,Mastercard,Online,2023-02-22,9016168697
969,805.97,Discover,Online,2023-01-31,8521489892
970,414.62,Mastercard,In-store,2022-04-02,3475484610
971,961.67,Visa,Online,2022-09-05,3760094008
972,956.17,Visa,In-store,2022-10-29,2365772054
973,296.4,Visa,Online,2022-08-01,4167618078
974,972.74,Visa,In-store,2022-06-07,4872691985
975,86.51,Mastercard,In-store,2022-04-10,8028029866
976,201.25,Visa,In-store,2022-04-06,6159574189
977,681.18,Visa,In-store,2023-02-23,8651080903
978,15.57,Discover,Online,2022-04-23,1558641732
979,407.38,Discover,In-store,2022-09-09,3855749713
980,723.42,American Express,Online,2022-05-16,3993115870
981,211.17,American Express,In-store,2022-04-11,6918266890
982,903.91,Discover,Online,2022-10-21,1819825045
983,881.5,Discover,In-store,2023-01-26,7316876674
984,125.78,American Express,In-store,2022-09-13,8883946566
985,732.03,Mastercard,In-store,2022-08-16,3764973137
986,138.12,Mastercard,In-store,2022-05-28,5264798951
987,711.8,Visa,In-store,2022-09-21,2888837414
988,326.11,Mastercard,Online,2022-12-21,6069962502
989,872.8,Mastercard,Online,2022-06-29,8941510338
990,129.3,Mastercard,Online,2022-10-01,8774676231
991,589.05,Mastercard,Online,2022-04-25,8510513862
992,98.51,Discover,Online,2022-04-22,9264335115
993,382.93,Visa,Online,2022-07-19,8241514020
994,20.11,Visa,Online,2022-07-22,5622456596
995,396.09,American Express,Online,2023-01-19,2516825140
996,883.13,Discover,Online,2022-11-07,8184380901
997,52.33,American Express,Online,2022-04-07,4831886519
998,449.88,Mastercard,Online,2022-09-29,6374292616
999,946.28,American Express,Online,2022-12-30,9009797261
1000,901.79,American Express,Online,2023-01-15,6772786850
1001,253.68,American Express,Online,2022-11-21,6648249355
1002,716.92,Visa,Online,2022-07-04,2453020706
1003,758.86,American Express,Online,2022-12-20,9268124167
1004,844.19,Discover,In-store,2022-08-15,2687169365
1005,243.15,Visa,Online,2022-06-18,9100259997
1006,325.88,American Express,In-store,2022-12-15,1620798946
1007,600.26,American Express,In-store,2022-05-24,1890684248
1008,312.24,American Express,Online,2022-06-27,9816576449
1009,372.75,Mastercard,Online,2023-01-24,9108175211
1010,462.87,American Express,In-store,2022-09-23,5984659020
1011,272.26,Visa,In-store,2022-07-08,7697153251
1012,208.3,Discover,Online,2022-08-20,5816770407
1013,504.39,Discover,Online,2022-09-22,7773983871
1014,408.83,Discover,Online,2022-06-08,2908308283
1015,172.48,Discover,Online,2022-06-21,3360221758
1016,902.26,Mastercard,In-store,2022-05-07,9278095208
1017,965.21,American Express,Online,2022-06-03,6362496691
1018,290.9,American Express,In-store,2022-08-17,1075101037
1019,102.32,Visa,Online,2022-12-23,4870513039
1020,34.48,Visa,Online,2022-08-13,3356243061
1021,786.32,Mastercard,Online,2022-10-07,9154713332
1022,199.09,Visa,Online,2022-06-22,6233262494
1023,957.52,Visa,Online,2022-06-11,5418959458
1024,478.55,American Express,Online,2022-06-02,8175515050
1025,213.02,American Express,In-store,2022-05-21,6558621083
1026,739.71,American Express,Online,2022-08-27,1354685521
1027,525.57,American Express,In-store,2022-08-05,4913722217
1028,753.03,American Express,In-store,2022-05-11,7859206325
1029,751.01,Visa,Online,2022-08-29,7016941792
1030,960.99,American Express,Online,2022-04-29,1131907202
1031,747.89,Visa,Online,2022-12-05,3293265099
1032,868.42,Mastercard,Online,2022-11-04,1048411903
1033,698.76,Mastercard,Online,2022-03-27,4748610944
1034,382.45,American Express,In-store,2022-05-31,1017111395
1035,255.19,Discover,In-store,2022-11-08,6633439747
1036,807.18,Mastercard,In-store,2022-10-05,6036695968
1037,564.1,Visa,Online,2022-07-31,3002990118
1038,985.1,Discover,In-store,2022-09-06,8846868075
1039,97.1,American Express,In-store,2022-04-03,4764519229
1040,396.24,Visa,Online,2022-11-26,8922408036
1041,498.44,American Express,In-store,2023-01-03,8576292002
1042,83.55,Visa,In-store,2022-06-16,6234377468
1043,248.72,American Express,In-store,2023-01-09,4756147592
1044,398.83,American Express,Online,2022-08-17,3265495307
1045,367.91,American Express,In-store,2023-01-17,9880356347
1046,377.09,Mastercard,Online,2022-03-22,2904845819
1047,929.19,Mastercard,In-store,2022-07-14,3212847682
1048,762.17,Discover,In-store,2022-04-27,2036330012
1049,82.93,Mastercard,Online,2023-02-27,6610295742
1050,611.17,Discover,In-store,2022-10-20,6814354888
1051,182.52,Mastercard,In-store,2022-04-27,3588571938
1052,759.21,Discover,In-store,2022-03-31,9569381866
1053,705.52,Mastercard,In-store,2022-07-29,4348754018
1054,212.32,American Express,In-store,2022-06-19,9983485515
1055,774.13,Visa,Online,2022-04-16,9533273204
1056,759.87,Discover,Online,2022-08-30,9502350840
1057,801.98,Visa,Online,2022-03-24,7397627303
1058,112.12,Discover,Online,2023-01-23,1710936701
1059,850.67,Discover,In-store,2022-09-18,7916966954
1060,739.59,Mastercard,Online,2022-11-07,1645822631
1061,857.63,American Express,In-store,2022-06-08,2607500116
1062,38.07,Visa,In-store,2022-09-25,7351037605
1063,877.54,American Express,Online,2022-08-26,9007738818
1064,650.8,Discover,In-store,2023-01-24,3020067169
1065,133.89,Visa,In-store,2023-01-01,9706546869
1066,232.76,Visa,Online,2023-02-17,8849694201
1067,789.78,Discover,In-store,2023-01-18,8483788613
1068,828.91,Mastercard,In-store,2022-08-11,2816548192
1069,477.81,Discover,Online,2022-12-14,4518697529
1070,717.34,Discover,Online,2022-07-02,9560025832
1071,400.86,Discover,In-store,2022-04-24,7135871032
1072,26.8,American Express,In-store,2023-01-28,2695374869
1073,84.92,Visa,In-store,2022-09-06,4316081273
1074,790.96,Mastercard,Online,2022-04-29,4240954966
1075,360.34,Discover,In-store,2022-10-23,5913765936
1076,593.82,Mastercard,In-store,2022-06-19,8810542938
1077,40.39,Visa,In-store,2023-03-06,6829343567
1078,152.69,Discover,In-store,2022-07-15,8881393743
1079,964.11,Visa,Online,2022-11-08,7721537287
1080,240.88,American Express,Online,2022-12-22,3947551090
1081,203.0,Mastercard,In-store,2022-04-19,4171025522
1082,20.61,Discover,In-store,2022-08-16,1474182754
1083,282.36,Visa,Online,2022-09-02,1006310732
1084,753.51,Mastercard,In-store,2022-05-28,9570009649
1085,224.3,Mastercard,In-store,2022-09-07,5426692360
1086,382.88,Visa,Online,2023-03-01,9232306259
1087,741.7,Mastercard,In-store,2022-10-03,3488314698
1088,761.04,American Express,In-store,2022-09-27,8565219203
1089,290.1,Mastercard,Online,2022-11-02,8810175996
1090,647.73,Discover,Online,2022-09-09,7800642549
1091,537.25,Visa,Online,2022-03-13,3568259276
1092,311.66,Visa,In-store,2023-01-08,8448958998
1093,247.21,American Express,Online,2022-04-05,6143370356
1094,129.22,American Express,In-store,2022-11-29,4130749599
1095,396.39,Visa,In-store,2022-09-17,1581779084
1096,426.41,Mastercard,Online,2022-11-26,1018066411
1097,522.52,American Express,In-store,2022-09-20,7776613716
1098,59.87,Mastercard,Online,2022-10-28,9160053214
1099,377.14,Visa,In-store,2023-02-12,4714624578
1100,278.38,Mastercard,Online,2022-11-06,8835221064
1101,702.68,Discover,Online,2022-04-16,3044533264
1102,222.89,Discover,Online,2022-12-01,4247742423
1103,216.57,American Express,Online,2022-06-01,7844669846
1104,134.31,Discover,Online,2022-11-15,3286968576
1105,916.39,Discover,Online,2022-09-07,2857324710
1106,986.15,Discover,Online,2022-07-29,8446729426
1107,754.61,Visa,Online,2022-05-01,2784452407
1108,123.08,Discover,Online,2022-09-19,9799586263
1109,911.33,Visa,Online,2022-08-12,2370730953
1110,387.29,American Express,Online,2022-09-02,3369902716
1111,763.16,Mastercard,Online,2022-07-23,8381163476
1112,498.47,Visa,Online,2022-09-11,6952683669
1113,904.81,American Express,Online,2023-02-27,2517235963
1114,160.01,Visa,In-store,2022-05-05,6792944208
1115,166.19,Mastercard,Online,2023-03-08,7147127722
1116,512.58,Visa,Online,2023-02-09,5860533834
1117,821.57,Discover,In-store,2022-08-02,2717143997
1118,174.9,Visa,In-store,2022-08-07,5551446831
1119,237.31,American Express,Online,2022-06-17,3568780901
1120,735.53,Discover,Online,2023-02-15,3808694387
1121,285.96,Discover,In-store,2022-12-02,6759307216
1122,986.84,Visa,In-store,2022-05-30,6485409931
1123,584.75,American Express,In-store,2022-08-29,7704573585
1124,44.44,Mastercard,In-store,2022-07-27,6949131046
1125,955.93,Mastercard,Online,2022-06-07,5063145885
1126,622.09,Discover,Online,2022-07-19,4631372451
1127,72.98,American Express,Online,2022-04-26,3016309589
1128,588.51,Discover,Online,2022-12-25,9523654379
1129,984.54,Mastercard,Online,2022-07-08,3430600708
1130,935.48,Mastercard,Online,2022-11-07,2299324167
1131,93.67,American Express,Online,2022-11-26,9730182207
1132,130.44,Visa,Online,2022-07-12,3859311094
1133,501.82,Discover,In-store,2023-01-26,4064804571
1134,888.86,American Express,Online,2022-11-13,4614132811
1135,540.37,Mastercard,In-store,2022-08-09,7110778166
1136,707.08,Discover,In-store,2022-09-01,6909280322
1137,128.27,American Express,Online,2023-02-25,6485681157
1138,441.03,Visa,In-store,2022-10-16,2938315352
1139,894.1,Visa,Online,2022-10-12,6480858951
1140,256.69,Discover,In-store,2022-06-02,8821041518
1141,58.41,Visa,Online,2022-10-21,3267740280
1142,995.82,Visa,Online,2023-03-11,6555341522
1143,140.19,Mastercard,In-store,2023-01-12,9794217359
1144,456.62,Mastercard,In-store,2022-10-29,8341080324
1145,376.01,Discover,In-store,2022-04-13,2969782377
1146,41.27,Mastercard,Online,2022-07-08,4462569648
1147,626.38,American Express,Online,2022-08-19,6683470751
1148,326.88,Visa,In-store,2023-02-23,9158187450
1149,612.69,American Express,Online,2022-05-16,4654107956
1150,290.41,Mastercard,Online,2022-12-09,6514912306
1151,338.91,Visa,In-store,2022-10-09,1244082899
1152,671.09,American Express,Online,2022-11-12,2954549193
1153,490.05,American Express,In-store,2022-07-19,8413069596
1154,382.32,Discover,In-store,2022-03-13,8567950453
1155,16.96,American Express,Online,2022-06-01,3088345569
1156,500.36,Mastercard,In-store,2022-07-01,2035516446
1157,93.43,Mastercard,In-store,2022-08-28,6963477626
1158,529.63,Visa,Online,2022-09-28,2634244782
1159,975.97,Mastercard,Online,2022-08-23,5832195547
1160,660.5,Visa,Online,2023-02-13,2822941740
1161,702.58,Discover,In-store,2022-10-13,1176891958
1162,12.97,Discover,Online,2022-06-13,8041909529
1163,485.51,American Express,In-store,2023-01-21,7991745023
1164,584.74,Discover,In-store,2022-03-29,7707635598
1165,821.11,Discover,Online,2022-08-10,5932083797
1166,120.05,Discover,Online,2023-02-09,9245419677
1167,853.71,American Express,In-store,2022-05-12,5057871935
1168,52.84,Visa,Online,2022-12-16,6969014605
1169,515.11,Visa,In-store,2022-11-08,7216983581
1170,224.93,Discover,In-store,2022-09-11,2508950064
1171,231.95,Discover,Online,2022-10-05,6901154909
1172,729.01,Mastercard,In-store,2022-06-19,6865478527
1173,804.23,American Express,Online,2022-04-28,2328511772
1174,731.75,Mastercard,Online,2022-08-05,8897522552
1175,364.63,Mastercard,Online,2022-05-09,5426948243
1176,421.27,Discover,Online,2023-02-12,6635914132
1177,279.51,Visa,In-store,2022-07-21,2178949402
1178,757.1,Mastercard,Online,2022-06-11,3252699626
1179,783.99,Discover,In-store,2022-12-13,8303081566
1180,389.03,Visa,Online,2022-09-07,4540097851
1181,852.12,Mastercard,Online,2022-08-04,2624391794
1182,777.49,Discover,In-store,2022-10-11,4406837760
1183,263.58,Mastercard,Online,2022-09-14,1921296178
1184,613.73,American Express,In-store,2022-07-12,8677895321
1185,153.12,Visa,In-store,2022-06-08,7113354419
1186,171.23,Visa,In-store,2022-06-24,3733413506
1187,255.42,American Express,In-store,2022-06-28,9014145341
1188,248.69,Discover,Online,2023-01-06,2577290326
1189,812.56,Discover,Online,2022-08-29,7600607450
1190,526.38,Discover,In-store,2022-03-16,6600943436
1191,364.42,Visa,Online,2022-09-16,6729834821
1192,546.74,Mastercard,Online,2022-03-16,1222578278
1193,753.16,American Express,Online,2022-05-14,1176052503
1194,736.91,Visa,Online,2022-11-30,2898703116
1195,369.11,American Express,Online,2022-11-14,7026652383
1196,586.01,American Express,Online,2022-06-23,6971149243
1197,167.73,Mastercard,In-store,2022-11-11,2212124945
1198,236.56,Mastercard,Online,2022-08-03,8705909984
1199,225.02,Mastercard,Online,2022-08-24,4022753827
1200,819.26,Mastercard,In-store,2022-08-29,6301378796
1201,21.19,Visa,Online,2022-07-09,7809700521
1202,838.25,Mastercard,In-store,2022-11-21,3614490414
1203,170.02,Discover,In-store,2022-09-30,2222666438
1204,996.14,Discover,Online,2022-06-10,4093288413
1205,910.22,Discover,Online,2022-09-12,3478478198
1206,553.43,Visa,In-store,2022-05-17,2685136344
1207,304.59,American Express,In-store,2022-04-09,2137653503
1208,44.05,Discover,Online,2023-02-07,3305807579
1209,733.83,American Express,Online,2022-06-24,9863396072
1210,643.1,Visa,In-store,2022-04-17,5485857668
1211,325.77,Visa,In-store,2022-12-26,6038503362
1212,72.35,American Express,Online,2022-03-25,5692181180
1213,467.13,Visa,Online,2022-09-29,4660603757
1214,735.75,Mastercard,Online,2022-03-30,3812824187
1215,765.84,American Express,In-store,2022-03-28,7758721335
1216,386.51,Mastercard,Online,2022-10-08,7285947022
1217,317.36,American Express,In-store,2022-03-22,6107758539
1218,361.62,Visa,In-store,2022-10-25,7464729524
1219,321.47,American Express,Online,2022-11-01,1785075950
1220,622.45,American Express,Online,2022-10-16,6727764746
1221,886.23,Discover,In-store,2022-06-07,6650679081
1222,680.5,Mastercard,Online,2022-11-21,7940108445
1223,678.29,Discover,In-store,2022-11-24,9603090094
1224,974.84,Visa,In-store,2022-06-24,5588631489
1225,111.4,American Express,Online,2023-01-25,5558860596
1226,746.42,American Express,Online,2022-06-11,7212696998
1227,826.94,American Express,In-store,2022-12-16,6679998766
1228,167.49,Visa,In-store,2022-04-14,9560688521
1229,180.88,Discover,Online,2023-01-17,3072754200
1230,478.51,Visa,Online,2023-01-14,4150668145
1231,22.44,Visa,Online,2022-11-23,6923097617
1232,229.13,Visa,Online,2023-02-11,7814610943
1233,146.35,Discover,In-store,2022-12-02,3340564332
1234,306.89,Discover,Online,2023-03-03,5390503888
1235,748.54,Discover,Online,2022-03-17,8171605981
1236,949.44,American Express,In-store,2022-12-07,6078181929
1237,555.34,Visa,In-store,2022-10-05,5695730529
1238,287.08,Discover,In-store,2023-01-29,6940410894
1239,79.74,Visa,In-store,2022-11-23,5290362824
1240,712.21,American Express,In-store,2022-05-18,5856406600
1241,768.4,American Express,In-store,2022-09-30,9545078945
1242,887.11,Mastercard,In-store,2022-09-27,9740720454
1243,660.07,Discover,In-store,2022-07-12,5533204674
1244,423.2,Visa,In-store,2022-10-21,4298477968
1245,547.21,Mastercard,In-store,2022-08-10,2912567812
1246,269.43,Discover,In-store,2022-06-06,8175791439
1247,785.97,Visa,Online,2022-03-21,5440413527
1248,591.02,Mastercard,Online,2022-08-02,6359933530
1249,86.12,Visa,Online,2022-09-08,2436835632
1250,895.49,Discover,Online,2022-03-24,2820358876
1251,881.65,American Express,Online,2022-11-21,2729858197
1252,435.67,Visa,Online,2022-06-27,9426464639
1253,518.82,Discover,In-store,2022-11-23,7192078224
1254,844.11,American Express,Online,2022-09-12,1050322563
1255,649.8,Discover,In-store,2022-08-15,8504871961
1256,999.46,Mastercard,Online,2022-06-19,6597352552
1257,479.72,Visa,Online,2022-06-26,8896976818
1258,903.41,Discover,Online,2022-10-29,7115751114
1259,183.79,Discover,In-store,2022-12-03,1823666903
1260,318.0,Discover,Online,2022-11-27,6931844975
1261,22.8,Mastercard,In-store,2022-08-13,1582985938
1262,750.11,American Express,In-store,2023-03-03,5515774537
1263,349.04,Discover,Online,2022-08-20,3119091607
1264,386.53,Mastercard,In-store,2022-11-12,6077934555
1265,538.18,Visa,In-store,2022-12-26,2981181441
1266,248.13,American Express,Online,2023-01-09,9350683208
1267,71.89,Visa,In-store,2023-02-26,5378214982
1268,488.13,Mastercard,Online,2022-08-14,9022809805
1269,83.05,Visa,Online,2022-07-17,2950473253
1270,934.85,Discover,Online,2022-08-18,5397329464
1271,836.01,Visa,In-store,2022-06-24,3589050662
1272,534.96,Visa,Online,2022-11-04,2874277342
1273,900.74,American Express,Online,2022-08-17,1873799244
1274,974.77,American Express,Online,2022-12-03,3421644888
1275,270.73,Discover,Online,2023-02-27,6810388838
1276,545.14,Discover,Online,2023-03-08,5539383151
1277,903.25,American Express,Online,2022-10-02,8849080433
1278,826.84,Discover,In-store,2022-11-11,1281730882
1279,175.41,Discover,In-store,2022-07-28,8947943621
1280,709.12,American Express,Online,2022-10-04,5779322193
1281,93.92,Discover,Online,2022-04-09,3811800287
1282,914.29,American Express,In-store,2023-03-08,9828066868
1283,288.95,American Express,In-store,2022-09-21,5877845856
1284,989.78,Mastercard,In-store,2022-09-11,5127971090
1285,880.12,Discover,In-store,2022-05-15,2785692663
1286,795.51,Visa,In-store,2022-04-17,8260497747
1287,348.35,Mastercard,In-store,2022-07-07,4797770069
1288,973.08,Mastercard,In-store,2022-06-10,6349641256
1289,212.45,Discover,Online,2022-12-11,2561152094
1290,670.06,Discover,In-store,2022-06-07,6726711492
1291,240.07,American Express,In-store,2022-07-31,4409111428
1292,497.47,American Express,Online,2022-05-23,5718702050
1293,968.69,Discover,Online,2023-03-03,8719742867
1294,334.56,Discover,Online,2023-02-08,8309274872
1295,689.27,Mastercard,In-store,2022-10-16,6255327542
1296,172.37,Discover,Online,2022-11-17,9716107334
1297,58.26,Mastercard,In-store,2022-05-23,5058533529
1298,616.82,American Express,Online,2022-09-28,1869832186
1299,624.21,American Express,In-store,2022-09-21,4817664325
1300,315.63,Mastercard,In-store,2022-06-23,2746579025
1301,967.72,American Express,Online,2023-01-13,6893309164
1302,25.57,Mastercard,Online,2022-04-14,9141966841
1303,936.54,Visa,In-store,2022-05-31,5837976264
1304,647.04,Mastercard,Online,2022-09-28,4928154464
1305,35.35,Discover,Online,2022-05-17,9138763211
1306,283.68,Discover,In-store,2022-10-19,4998980708
1307,948.53,American Express,Online,2023-01-17,9807106341
1308,510.33,Visa,In-store,2023-02-28,1608485084
1309,644.02,Mastercard,Online,2022-11-08,3070683246
1310,735.24,Discover,In-store,2023-01-25,7344721053
1311,58.76,Mastercard,In-store,2023-02-07,3716461501
1312,838.3,American Express,Online,2023-02-21,9413665003
1313,680.36,American Express,Online,2023-03-09,4495377469
1314,234.58,Mastercard,In-store,2022-05-25,3406195105
1315,571.64,American Express,In-store,2022-05-11,3590758916
1316,964.2,Mastercard,Online,2022-07-16,7626312534
1317,740.44,American Express,Online,2023-01-18,7918482236
1318,424.11,American Express,Online,2023-02-22,5515089082
1319,349.71,Visa,In-store,2022-07-19,5826696088
1320,629.85,American Express,Online,2022-05-31,8887195958
1321,657.72,Discover,Online,2022-09-13,9734966512
1322,309.28,American Express,Online,2023-01-16,8379959827
1323,350.05,American Express,Online,2023-02-14,2920156651
1324,709.45,American Express,Online,2022-06-20,7589740097
1325,416.13,Visa,Online,2022-05-03,6946805613
1326,263.63,Discover,In-store,2023-03-05,1404882111
1327,525.66,Visa,Online,2022-08-24,2738163622
1328,204.84,Visa,In-store,2022-08-07,5806612723
1329,176.35,Mastercard,Online,2023-01-17,5278471958
1330,428.57,Mastercard,In-store,2022-05-04,8370043383
1331,833.63,American Express,Online,2022-07-06,5532839032
1332,218.69,Visa,Online,2022-04-01,9540853979
1333,15.69,Mastercard,Online,2022-08-14,5481108150
1334,422.66,Discover,In-store,2022-09-30,6311524196
1335,855.39,Mastercard,Online,2022-04-21,1133694426
1336,207.08,Mastercard,Online,2022-03-19,4659507523
1337,974.59,Mastercard,In-store,2022-09-18,7951559824
1338,51.97,Visa,Online,2022-05-10,4452272459
1339,97.31,American Express,Online,2022-05-20,9546025767
1340,722.75,Mastercard,Online,2023-01-28,3999314062
1341,94.87,American Express,In-store,2022-12-07,3772646701
1342,798.9,Visa,Online,2022-11-15,4679569548
1343,239.0,Visa,Online,2022-12-30,1215753285
1344,930.55,Mastercard,In-store,2023-01-29,7583427611
1345,565.88,Discover,Online,2022-05-03,1555894235
1346,651.08,American Express,In-store,2022-08-07,5891501528
1347,679.3,Visa,Online,2022-03-16,2603163706
1348,61.13,Mastercard,In-store,2023-01-29,2258405283
1349,106.27,Visa,In-store,2022-12-13,1113689977
1350,78.26,American Express,Online,2022-06-15,1069324386
1351,285.79,Visa,Online,2022-11-01,1770595635
1352,816.54,Mastercard,In-store,2022-04-08,7568170671
1353,88.47,Discover,Online,2022-07-28,3535796300
1354,917.13,Discover,In-store,2022-05-29,6947586686
1355,448.62,Visa,Online,2022-04-06,6863447568
1356,468.9,Discover,Online,2022-07-20,2604142318
1357,178.32,Discover,In-store,2023-02-09,1847762038
1358,591.04,Visa,In-store,2022-11-05,5645373287
1359,735.37,Discover,Online,2022-09-18,7091249765
1360,519.22,Visa,Online,2022-09-30,4877256408
1361,257.06,Mastercard,Online,2022-05-07,4138064978
1362,118.94,Visa,Online,2022-06-23,3120652393
1363,121.14,American Express,In-store,2022-10-16,7811923248
1364,985.72,American Express,In-store,2023-03-10,4753288588
1365,119.43,Discover,Online,2022-05-02,3367629357
1366,400.37,Discover,In-store,2022-05-14,1174820667
1367,622.18,American Express,In-store,2022-07-17,1534983422
1368,298.55,Discover,In-store,2022-10-04,7281151255
1369,75.82,Visa,In-store,2023-02-01,5109336372
1370,668.48,Mastercard,Online,2022-08-02,4774487784
1371,82.26,American Express,In-store,2022-06-12,2227219346
1372,130.84,Visa,In-store,2023-03-05,7095781313
1373,538.87,American Express,In-store,2022-05-25,4224545875
1374,983.5,Discover,Online,2022-04-12,9265476913
1375,477.63,American Express,In-store,2023-02-03,2734057630
1376,623.89,American Express,In-store,2022-07-19,3271928809
1377,786.82,Visa,Online,2022-07-23,2713146671
1378,412.49,Mastercard,Online,2023-02-02,4914714101
1379,63.47,American Express,Online,2022-06-13,8487371040
1380,956.05,Mastercard,Online,2023-02-08,8044549376
1381,635.39,American Express,In-store,2022-04-27,6657878395
1382,580.35,American Express,In-store,2022-08-09,6639036641
1383,75.24,Discover,In-store,2022-11-16,6944021726
1384,66.38,American Express,Online,2022-11-17,3581028950
