Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
994,20.11,Visa,Online,2022-07-22,5622456596,9692980127
995,396.09,American Express,Online,2023-01-19,2516825140,9780164738
996,883.13,Discover,Online,2022-11-07,8184380901,9928498444
997,52.33,American Express,Online,2022-04-07,4831886519,8250578826
998,449.88,Mastercard,Online,2022-09-29,6374292616,5839599528
999,946.28,American Express,Online,2022-12-30,9009797261,5993401785
1000,901.79,American Express,Online,2023-01-15,6772786850,3557972060
1001,253.68,American Express,Online,2022-11-21,6648249355,2521372367
1002,716.92,Visa,Online,2022-07-04,2453020706,7367283745
1003,758.86,American Express,Online,2022-12-20,9268124167,7148671211
1004,844.19,Discover,In-store,2022-08-15,2687169365,7482081545
1005,243.15,Visa,Online,2022-06-18,9100259997,5137019928
1006,325.88,American Express,In-store,2022-12-15,1620798946,7901303646
1007,600.26,American Express,In-store,2022-05-24,1890684248,4021986767
1008,312.24,American Express,Online,2022-06-27,9816576449,4955112989
1009,372.75,Mastercard,Online,2023-01-24,9108175211,9953964240
1010,462.87,American Express,In-store,2022-09-23,5984659020,7507207776
1011,272.26,Visa,In-store,2022-07-08,7697153251,3007035225
1012,208.3,Discover,Online,2022-08-20,5816770407,7550903224
1013,504.39,Discover,Online,2022-09-22,7773983871,6624125353
1014,408.83,Discover,Online,2022-06-08,2908308283,3694473263
1015,172.48,Discover,Online,2022-06-21,3360221758,6790165685
1016,902.26,Mastercard,In-store,2022-05-07,9278095208,4288657922
1017,965.21,American Express,Online,2022-06-03,6362496691,1513479795
1018,290.9,American Express,In-store,2022-08-17,1075101037,7629067266
1019,102.32,Visa,Online,2022-12-23,4870513039,5667483456
1020,34.48,Visa,Online,2022-08-13,3356243061,7855230713
1021,786.32,Mastercard,Online,2022-10-07,9154713332,3206194535
1022,199.09,Visa,Online,2022-06-22,6233262494,1904130803
1023,957.52,Visa,Online,2022-06-11,5418959458,3167779492
1024,478.55,American Express,Online,2022-06-02,8175515050,8357247127
1025,213.02,American Express,In-store,2022-05-21,6558621083,5766377882
1026,739.71,American Express,Online,2022-08-27,1354685521,6094798368
1027,525.57,American Express,In-store,2022-08-05,4913722217,8181163445
1028,753.03,American Express,In-store,2022-05-11,7859206325,2653271767
1029,751.01,Visa,Online,2022-08-29,7016941792,5186630140
1030,960.99,American Express,Online,2022-04-29,1131907202,6010877100
1031,747.89,Visa,Online,2022-12-05,3293265099,2171526090
1032,868.42,Mastercard,Online,2022-11-04,1048411903,4120113017
1033,698.76,Mastercard,Online,2022-03-27,4748610944,2052547417
1034,382.45,American Express,In-store,2022-05-31,1017111395,1563590072
1035,255.19,Discover,In-store,2022-11-08,6633439747,1976571723
1036,807.18,Mastercard,In-store,2022-10-05,6036695968,7575493781
1037,564.1,Visa,Online,2022-07-31,3002990118,1662025776
1038,985.1,Discover,In-store,2022-09-06,8846868075,9381831207
1039,97.1,American Express,In-store,2022-04-03,4764519229,6259515031
1040,396.24,Visa,Online,2022-11-26,8922408036,8821349301
1041,498.44,American Express,In-store,2023-01-03,8576292002,6619757224
1042,83.55,Visa,In-store,2022-06-16,6234377468,6999351655
1043,248.72,American Express,In-store,2023-01-09,4756147592,9410372512
1044,398.83,American Express,Online,2022-08-17,3265495307,1935838530
1045,367.91,American Express,In-store,2023-01-17,9880356347,3303912353
1046,377.09,Mastercard,Online,2022-03-22,2904845819,1431138040
1047,929.19,Mastercard,In-store,2022-07-14,3212847682,5156751858
1048,762.17,Discover,In-store,2022-04-27,2036330012,2173511944
1049,82.93,Mastercard,Online,2023-02-27,6610295742,7502144481
1050,611.17,Discover,In-store,2022-10-20,6814354888,8400088023
1051,182.52,Mastercard,In-store,2022-04-27,3588571938,3771298361
1052,759.21,Discover,In-store,2022-03-31,9569381866,6907606212
1053,705.52,Mastercard,In-store,2022-07-29,4348754018,2494523293
1054,212.32,American Express,In-store,2022-06-19,9983485515,2933661451
1055,774.13,Visa,Online,2022-04-16,9533273204,1848768557
1056,759.87,Discover,Online,2022-08-30,9502350840,5787403220
1057,801.98,Visa,Online,2022-03-24,7397627303,6971781393
1058,112.12,Discover,Online,2023-01-23,1710936701,8358936681
1059,850.67,Discover,In-store,2022-09-18,7916966954,6930790675
1060,739.59,Mastercard,Online,2022-11-07,1645822631,7862971283
1061,857.63,American Express,In-store,2022-06-08,2607500116,2308759808
1062,38.07,Visa,In-store,2022-09-25,7351037605,7204178443
1063,877.54,American Express,Online,2022-08-26,9007738818,4718584529
1064,650.8,Discover,In-store,2023-01-24,3020067169,2203831730
1065,133.89,Visa,In-store,2023-01-01,9706546869,9722998224
1066,232.76,Visa,Online,2023-02-17,8849694201,6509926427
1067,789.78,Discover,In-store,2023-01-18,8483788613,5306958282
1068,828.91,Mastercard,In-store,2022-08-11,2816548192,8180598765
1069,477.81,Discover,Online,2022-12-14,4518697529,4852100224
1070,717.34,Discover,Online,2022-07-02,9560025832,9469678803
1071,400.86,Discover,In-store,2022-04-24,7135871032,3484991546
1072,26.8,American Express,In-store,2023-01-28,2695374869,9113794356
1073,84.92,Visa,In-store,2022-09-06,4316081273,6413097839
1074,790.96,Mastercard,Online,2022-04-29,4240954966,6548374415
1075,360.34,Discover,In-store,2022-10-23,5913765936,4086089686
1076,593.82,Mastercard,In-store,2022-06-19,8810542938,4084041672
1077,40.39,Visa,In-store,2023-03-06,6829343567,1758613823
1078,152.69,Discover,In-store,2022-07-15,8881393743,5143831806
1079,964.11,Visa,Online,2022-11-08,7721537287,1824983171
1080,240.88,American Express,Online,2022-12-22,3947551090,7404549867
1081,203.0,Mastercard,In-store,2022-04-19,4171025522,5535724892
1082,20.61,Discover,In-store,2022-08-16,1474182754,5303650225
1083,282.36,Visa,Online,2022-09-02,1006310732,2598670468
1084,753.51,Mastercard,In-store,2022-05-28,9570009649,8810527461
1085,224.3,Mastercard,In-store,2022-09-07,5426692360,2924308821
1086,382.88,Visa,Online,2023-03-01,9232306259,5396542907
1087,741.7,Mastercard,In-store,2022-10-03,3488314698,2100740708
1088,761.04,American Express,In-store,2022-09-27,8565219203,9422058902
1089,290.1,Mastercard,Online,2022-11-02,8810175996,2217974514
1090,647.73,Discover,Online,2022-09-09,7800642549,6367895631
1091,537.25,Visa,Online,2022-03-13,3568259276,5662024604
1092,311.66,Visa,In-store,2023-01-08,8448958998,4462251756
1093,247.21,American Express,Online,2022-04-05,6143370356,1708257862
1094,129.22,American Express,In-store,2022-11-29,4130749599,6785804950
1095,396.39,Visa,In-store,2022-09-17,1581779084,1936835659
1096,426.41,Mastercard,Online,2022-11-26,1018066411,1679220068
1097,522.52,American Express,In-store,2022-09-20,7776613716,4241818191
1098,59.87,Mastercard,Online,2022-10-28,9160053214,6505395799
1099,377.14,Visa,In-store,2023-02-12,4714624578,3689879380
1100,278.38,Mastercard,Online,2022-11-06,8835221064,1500746027
1101,702.68,Discover,Online,2022-04-16,3044533264,4748563523
1102,222.89,Discover,Online,2022-12-01,4247742423,8326716511
1103,216.57,American Express,Online,2022-06-01,7844669846,3432516755
1104,134.31,Discover,Online,2022-11-15,3286968576,9882154654
1105,916.39,Discover,Online,2022-09-07,2857324710,3388776503
1106,986.15,Discover,Online,2022-07-29,8446729426,4935687482
1107,754.61,Visa,Online,2022-05-01,2784452407,8822050808
1108,123.08,Discover,Online,2022-09-19,9799586263,9865303321
1109,911.33,Visa,Online,2022-08-12,2370730953,3490119534
1110,387.29,American Express,Online,2022-09-02,3369902716,1326086845
1111,763.16,Mastercard,Online,2022-07-23,8381163476,6818470143
1112,498.47,Visa,Online,2022-09-11,6952683669,6348951000
1113,904.81,American Express,Online,2023-02-27,2517235963,3249046923
1114,160.01,Visa,In-store,2022-05-05,6792944208,9082225510
1115,166.19,Mastercard,Online,2023-03-08,7147127722,8775283130
1116,512.58,Visa,Online,2023-02-09,5860533834,8040501237
1117,821.57,Discover,In-store,2022-08-02,2717143997,8678394481
1118,174.9,Visa,In-store,2022-08-07,5551446831,5210772134
1119,237.31,American Express,Online,2022-06-17,3568780901,7356494487
1120,735.53,Discover,Online,2023-02-15,3808694387,5223879779
1121,285.96,Discover,In-store,2022-12-02,6759307216,9457202439
1122,986.84,Visa,In-store,2022-05-30,6485409931,7343213957
1123,584.75,American Express,In-store,2022-08-29,7704573585,8606523336
1124,44.44,Mastercard,In-store,2022-07-27,6949131046,4322749643
1125,955.93,Mastercard,Online,2022-06-07,5063145885,2643030461
1126,622.09,Discover,Online,2022-07-19,4631372451,8090885104
1127,72.98,American Express,Online,2022-04-26,3016309589,8357898721
1128,588.51,Discover,Online,2022-12-25,9523654379,7450029459
1129,984.54,Mastercard,Online,2022-07-08,3430600708,6400517239
1130,935.48,Mastercard,Online,2022-11-07,2299324167,2171094148
1131,93.67,American Express,Online,2022-11-26,9730182207,4618074648
1132,130.44,Visa,Online,2022-07-12,3859311094,8855777521
1133,501.82,Discover,In-store,2023-01-26,4064804571,3706119611
1134,888.86,American Express,Online,2022-11-13,4614132811,5981440767
1135,540.37,Mastercard,In-store,2022-08-09,7110778166,6208727885
1136,707.08,Discover,In-store,2022-09-01,6909280322,7002098077
1137,128.27,American Express,Online,2023-02-25,6485681157,9376970465
1138,441.03,Visa,In-store,2022-10-16,2938315352,6591713815
1139,894.1,Visa,Online,2022-10-12,6480858951,5404943331
1140,256.69,Discover,In-store,2022-06-02,8821041518,1307503374
1141,58.41,Visa,Online,2022-10-21,3267740280,1480025241
1142,995.82,Visa,Online,2023-03-11,6555341522,6033277088
1143,140.19,Mastercard,In-store,2023-01-12,9794217359,5819605580
1144,456.62,Mastercard,In-store,2022-10-29,8341080324,2582329216
1145,376.01,Discover,In-store,2022-04-13,2969782377,8294872995
1146,41.27,Mastercard,Online,2022-07-08,4462569648,7993606449
1147,626.38,American Express,Online,2022-08-19,6683470751,7707225376
1148,326.88,Visa,In-store,2023-02-23,9158187450,2997731595
1149,612.69,American Express,Online,2022-05-16,4654107956,4538999217
1150,290.41,Mastercard,Online,2022-12-09,6514912306,6716534099
1151,338.91,Visa,In-store,2022-10-09,1244082899,1467363767
1152,671.09,American Express,Online,2022-11-12,2954549193,9494239633
1153,490.05,American Express,In-store,2022-07-19,8413069596,9613696433
1154,382.32,Discover,In-store,2022-03-13,8567950453,2607264261
1155,16.96,American Express,Online,2022-06-01,3088345569,4527063668
1156,500.36,Mastercard,In-store,2022-07-01,2035516446,2435977605
1157,93.43,Mastercard,In-store,2022-08-28,6963477626,9754156087
1158,529.63,Visa,Online,2022-09-28,2634244782,2155347931
1159,975.97,Mastercard,Online,2022-08-23,5832195547,2835552873
1160,660.5,Visa,Online,2023-02-13,2822941740,2008345842
1161,702.58,Discover,In-store,2022-10-13,1176891958,1609559078
1162,12.97,Discover,Online,2022-06-13,8041909529,3472075368
1163,485.51,American Express,In-store,2023-01-21,7991745023,1970615840
1164,584.74,Discover,In-store,2022-03-29,7707635598,3154481953
1165,821.11,Discover,Online,2022-08-10,5932083797,8947655595
1166,120.05,Discover,Online,2023-02-09,9245419677,2800940386
1167,853.71,American Express,In-store,2022-05-12,5057871935,9537973133
1168,52.84,Visa,Online,2022-12-16,6969014605,3326155076
1169,515.11,Visa,In-store,2022-11-08,7216983581,1574105302
1170,224.93,Discover,In-store,2022-09-11,2508950064,7835280467
1171,231.95,Discover,Online,2022-10-05,6901154909,3556404069
1172,729.01,Mastercard,In-store,2022-06-19,6865478527,8513504311
1173,804.23,American Express,Online,2022-04-28,2328511772,3234636711
1174,731.75,Mastercard,Online,2022-08-05,8897522552,6471942141
1175,364.63,Mastercard,Online,2022-05-09,5426948243,9629086887
1176,421.27,Discover,Online,2023-02-12,6635914132,3798437855
1177,279.51,Visa,In-store,2022-07-21,2178949402,5417450869
1178,757.1,Mastercard,Online,2022-06-11,3252699626,9120078657
1179,783.99,Discover,In-store,2022-12-13,8303081566,2399442818
1180,389.03,Visa,Online,2022-09-07,4540097851,7446183630
1181,852.12,Mastercard,Online,2022-08-04,2624391794,7970405672
1182,777.49,Discover,In-store,2022-10-11,4406837760,2743205222
1183,263.58,Mastercard,Online,2022-09-14,1921296178,5277574664
1184,613.73,American Express,In-store,2022-07-12,8677895321,4122787821
1185,153.12,Visa,In-store,2022-06-08,7113354419,3280889310
1186,171.23,Visa,In-store,2022-06-24,3733413506,4554447949
1187,255.42,American Express,In-store,2022-06-28,9014145341,4240803898
1188,248.69,Discover,Online,2023-01-06,2577290326,3199300462
1189,812.56,Discover,Online,2022-08-29,7600607450,2857384353
1190,526.38,Discover,In-store,2022-03-16,6600943436,3527989109
1191,364.42,Visa,Online,2022-09-16,6729834821,9029288126
1192,546.74,Mastercard,Online,2022-03-16,1222578278,2892103454
1193,753.16,American Express,Online,2022-05-14,1176052503,5471671183
1194,736.91,Visa,Online,2022-11-30,2898703116,3559313298
1195,369.11,American Express,Online,2022-11-14,7026652383,3289984719
1196,586.01,American Express,Online,2022-06-23,6971149243,6862248029
1197,167.73,Mastercard,In-store,2022-11-11,2212124945,8753249937
1198,236.56,Mastercard,Online,2022-08-03,8705909984,6439926390
1199,225.02,Mastercard,Online,2022-08-24,4022753827,5570747234
1200,819.26,Mastercard,In-store,2022-08-29,6301378796,6232411055
1201,21.19,Visa,Online,2022-07-09,7809700521,6445116997
1202,838.25,Mastercard,In-store,2022-11-21,3614490414,1343489834
1203,170.02,Discover,In-store,2022-09-30,2222666438,3871432294
1204,996.14,Discover,Online,2022-06-10,4093288413,7469748963
1205,910.22,Discover,Online,2022-09-12,3478478198,3391663799
1206,553.43,Visa,In-store,2022-05-17,2685136344,8566561467
1207,304.59,American Express,In-store,2022-04-09,2137653503,1814263718
1208,44.05,Discover,Online,2023-02-07,3305807579,2666264335
1209,733.83,American Express,Online,2022-06-24,9863396072,7986804990
1210,643.1,Visa,In-store,2022-04-17,5485857668,4976982081
1211,325.77,Visa,In-store,2022-12-26,6038503362,1944689041
1212,72.35,American Express,Online,2022-03-25,5692181180,7962216948
1213,467.13,Visa,Online,2022-09-29,4660603757,2977033701
1214,735.75,Mastercard,Online,2022-03-30,3812824187,4451977671
1215,765.84,American Express,In-store,2022-03-28,7758721335,6592222820
1216,386.51,Mastercard,Online,2022-10-08,7285947022,2855161309
1217,317.36,American Express,In-store,2022-03-22,6107758539,6860585664
1218,361.62,Visa,In-store,2022-10-25,7464729524,5070608885
1219,321.47,American Express,Online,2022-11-01,1785075950,6456183965
1220,622.45,American Express,Online,2022-10-16,6727764746,6459257491
1221,886.23,Discover,In-store,2022-06-07,6650679081,5897895476
1222,680.5,Mastercard,Online,2022-11-21,7940108445,4836186179
1223,678.29,Discover,In-store,2022-11-24,9603090094,7256195927
1224,974.84,Visa,In-store,2022-06-24,5588631489,3816607906
1225,111.4,American Express,Online,2023-01-25,5558860596,6882491148
1226,746.42,American Express,Online,2022-06-11,7212696998,7294621457
1227,826.94,American Express,In-store,2022-12-16,6679998766,4125582977
1228,167.49,Visa,In-store,2022-04-14,9560688521,4943062278
1229,180.88,Discover,Online,2023-01-17,3072754200,9372554976
1230,478.51,Visa,Online,2023-01-14,4150668145,9456239020
1231,22.44,Visa,Online,2022-11-23,6923097617,2814595626
1232,229.13,Visa,Online,2023-02-11,7814610943,5631785169
1233,146.35,Discover,In-store,2022-12-02,3340564332,5587747940
1234,306.89,Discover,Online,2023-03-03,5390503888,7722524682
1235,748.54,Discover,Online,2022-03-17,8171605981,8964565088
1236,949.44,American Express,In-store,2022-12-07,6078181929,6383520500
1237,555.34,Visa,In-store,2022-10-05,5695730529,1426571688
1238,287.08,Discover,In-store,2023-01-29,6940410894,6933851992
1239,79.74,Visa,In-store,2022-11-23,5290362824,4364250996
1240,712.21,American Express,In-store,2022-05-18,5856406600,2510667522
1241,768.4,American Express,In-store,2022-09-30,9545078945,1694792324
1242,887.11,Mastercard,In-store,2022-09-27,9740720454,2422160700
1243,660.07,Discover,In-store,2022-07-12,5533204674,8510894629
1244,423.2,Visa,In-store,2022-10-21,4298477968,6210318047
1245,547.21,Mastercard,In-store,2022-08-10,2912567812,5064632654
1246,269.43,Discover,In-store,2022-06-06,8175791439,2403370856
1247,785.97,Visa,Online,2022-03-21,5440413527,2809225029
1248,591.02,Mastercard,Online,2022-08-02,6359933530,9858054195
1249,86.12,Visa,Online,2022-09-08,2436835632,8377297180
1250,895.49,Discover,Online,2022-03-24,2820358876,8768405339
1251,881.65,American Express,Online,2022-11-21,2729858197,3781785794
1252,435.67,Visa,Online,2022-06-27,9426464639,2631171779
1253,518.82,Discover,In-store,2022-11-23,7192078224,3707842943
1254,844.11,American Express,Online,2022-09-12,1050322563,6452581848
1255,649.8,Discover,In-store,2022-08-15,8504871961,9333376691
1256,999.46,Mastercard,Online,2022-06-19,6597352552,2144724656
1257,479.72,Visa,Online,2022-06-26,8896976818,6120822347
1258,903.41,Discover,Online,2022-10-29,7115751114,7708051444
1259,183.79,Discover,In-store,2022-12-03,1823666903,3044406533
1260,318.0,Discover,Online,2022-11-27,6931844975,3384263058
1261,22.8,Mastercard,In-store,2022-08-13,1582985938,6137704295
1262,750.11,American Express,In-store,2023-03-03,5515774537,1282333922
1263,349.04,Discover,Online,2022-08-20,3119091607,1387107255
1264,386.53,Mastercard,In-store,2022-11-12,6077934555,6502784722
1265,538.18,Visa,In-store,2022-12-26,2981181441,7771208882
1266,248.13,American Express,Online,2023-01-09,9350683208,5144075797
1267,71.89,Visa,In-store,2023-02-26,5378214982,4872074365
1268,488.13,Mastercard,Online,2022-08-14,9022809805,3294453570
1269,83.05,Visa,Online,2022-07-17,2950473253,5816092691
1270,934.85,Discover,Online,2022-08-18,5397329464,1563920956
1271,836.01,Visa,In-store,2022-06-24,3589050662,5077916872
1272,534.96,Visa,Online,2022-11-04,2874277342,7546700130
1273,900.74,American Express,Online,2022-08-17,1873799244,3787148331
1274,974.77,American Express,Online,2022-12-03,3421644888,9810802431
1275,270.73,Discover,Online,2023-02-27,6810388838,3529471697
1276,545.14,Discover,Online,2023-03-08,5539383151,8008466158
1277,903.25,American Express,Online,2022-10-02,8849080433,6242860637
1278,826.84,Discover,In-store,2022-11-11,1281730882,3847170889
1279,175.41,Discover,In-store,2022-07-28,8947943621,1776137892
1280,709.12,American Express,Online,2022-10-04,5779322193,2119102886
1281,93.92,Discover,Online,2022-04-09,3811800287,5461269788
1282,914.29,American Express,In-store,2023-03-08,9828066868,4636491148
1283,288.95,American Express,In-store,2022-09-21,5877845856,6755534954
1284,989.78,Mastercard,In-store,2022-09-11,5127971090,7044447941
1285,880.12,Discover,In-store,2022-05-15,2785692663,7349013755
1286,795.51,Visa,In-store,2022-04-17,8260497747,4265963716
1287,348.35,Mastercard,In-store,2022-07-07,4797770069,5633044014
1288,973.08,Mastercard,In-store,2022-06-10,6349641256,4993002108
1289,212.45,Discover,Online,2022-12-11,2561152094,4636627186
1290,670.06,Discover,In-store,2022-06-07,6726711492,1606096980
1291,240.07,American Express,In-store,2022-07-31,4409111428,5463842630
1292,497.47,American Express,Online,2022-05-23,5718702050,8563230031
1293,968.69,Discover,Online,2023-03-03,8719742867,7821044479
1294,334.56,Discover,Online,2023-02-08,8309274872,5472585378
1295,689.27,Mastercard,In-store,2022-10-16,6255327542,3243527187
1296,172.37,Discover,Online,2022-11-17,9716107334,4690214405
1297,58.26,Mastercard,In-store,2022-05-23,5058533529,8807748992
1298,616.82,American Express,Online,2022-09-28,1869832186,6314684529
1299,624.21,American Express,In-store,2022-09-21,4817664325,1235319787
1300,315.63,Mastercard,In-store,2022-06-23,2746579025,6023394873
1301,967.72,American Express,Online,2023-01-13,6893309164,9827385778
1302,25.57,Mastercard,Online,2022-04-14,9141966841,7844094144
1303,936.54,Visa,In-store,2022-05-31,5837976264,1704336678
1304,647.04,Mastercard,Online,2022-09-28,4928154464,7841735849
1305,35.35,Discover,Online,2022-05-17,9138763211,3573915580
1306,283.68,Discover,In-store,2022-10-19,4998980708,7197072139
1307,948.53,American Express,Online,2023-01-17,9807106341,1527960256
1308,510.33,Visa,In-store,2023-02-28,1608485084,9828184719
1309,644.02,Mastercard,Online,2022-11-08,3070683246,6658727363
1310,735.24,Discover,In-store,2023-01-25,7344721053,6987864530
1311,58.76,Mastercard,In-store,2023-02-07,3716461501,9412021044
1312,838.3,American Express,Online,2023-02-21,9413665003,9971814053
1313,680.36,American Express,Online,2023-03-09,4495377469,4038003782
1314,234.58,Mastercard,In-store,2022-05-25,3406195105,5322568998
1315,571.64,American Express,In-store,2022-05-11,3590758916,3196313284
1316,964.2,Mastercard,Online,2022-07-16,7626312534,2601779795
1317,740.44,American Express,Online,2023-01-18,7918482236,4990064183
1318,424.11,American Express,Online,2023-02-22,5515089082,2792918707
1319,349.71,Visa,In-store,2022-07-19,5826696088,1763016734
1320,629.85,American Express,Online,2022-05-31,8887195958,9987467829
1321,657.72,Discover,Online,2022-09-13,9734966512,7142818003
1322,309.28,American Express,Online,2023-01-16,8379959827,1320475688
1323,350.05,American Express,Online,2023-02-14,2920156651,8742807890
1324,709.45,American Express,Online,2022-06-20,7589740097,2516822059
1325,416.13,Visa,Online,2022-05-03,6946805613,8357999688
1326,263.63,Discover,In-store,2023-03-05,1404882111,7114132919
1327,525.66,Visa,Online,2022-08-24,2738163622,5446606505
1328,204.84,Visa,In-store,2022-08-07,5806612723,2056808817
1329,176.35,Mastercard,Online,2023-01-17,5278471958,5173198110
1330,428.57,Mastercard,In-store,2022-05-04,8370043383,9715294530
1331,833.63,American Express,Online,2022-07-06,5532839032,6721733306
1332,218.69,Visa,Online,2022-04-01,9540853979,8793180655
1333,15.69,Mastercard,Online,2022-08-14,5481108150,9455391102
1334,422.66,Discover,In-store,2022-09-30,6311524196,6153180326
1335,855.39,Mastercard,Online,2022-04-21,1133694426,8393491338
1336,207.08,Mastercard,Online,2022-03-19,4659507523,3443026567
1337,974.59,Mastercard,In-store,2022-09-18,7951559824,2911796763
1338,51.97,Visa,Online,2022-05-10,4452272459,6680937137
1339,97.31,American Express,Online,2022-05-20,9546025767,4056604305
1340,722.75,Mastercard,Online,2023-01-28,3999314062,1807615681
1341,94.87,American Express,In-store,2022-12-07,3772646701,1439399878
1342,798.9,Visa,Online,2022-11-15,4679569548,1255980618
1343,239.0,Visa,Online,2022-12-30,1215753285,1401530416
1344,930.55,Mastercard,In-store,2023-01-29,7583427611,6349240208
1345,565.88,Discover,Online,2022-05-03,1555894235,2292545746
1346,651.08,American Express,In-store,2022-08-07,5891501528,7854617648
1347,679.3,Visa,Online,2022-03-16,2603163706,4389570706
1348,61.13,Mastercard,In-store,2023-01-29,2258405283,2261171050
1349,106.27,Visa,In-store,2022-12-13,1113689977,6837817536
1350,78.26,American Express,Online,2022-06-15,1069324386,3547959270
1351,285.79,Visa,Online,2022-11-01,1770595635,3368916533
1352,816.54,Mastercard,In-store,2022-04-08,7568170671,8096645042
1353,88.47,Discover,Online,2022-07-28,3535796300,8079036741
1354,917.13,Discover,In-store,2022-05-29,6947586686,8858660786
1355,448.62,Visa,Online,2022-04-06,6863447568,3998204030
1356,468.9,Discover,Online,2022-07-20,2604142318,9615343204
1357,178.32,Discover,In-store,2023-02-09,1847762038,6824789689
1358,591.04,Visa,In-store,2022-11-05,5645373287,3267370880
1359,735.37,Discover,Online,2022-09-18,7091249765,4970342650
1360,519.22,Visa,Online,2022-09-30,4877256408,2241067933
1361,257.06,Mastercard,Online,2022-05-07,4138064978,5144015171
1362,118.94,Visa,Online,2022-06-23,3120652393,4981636308
1363,121.14,American Express,In-store,2022-10-16,7811923248,3559242848
1364,985.72,American Express,In-store,2023-03-10,4753288588,4420584106
1365,119.43,Discover,Online,2022-05-02,3367629357,2078718579
1366,400.37,Discover,In-store,2022-05-14,1174820667,2330747392
1367,622.18,American Express,In-store,2022-07-17,1534983422,3835680543
1368,298.55,Discover,In-store,2022-10-04,7281151255,8114114093
1369,75.82,Visa,In-store,2023-02-01,5109336372,1665503345
1370,668.48,Mastercard,Online,2022-08-02,4774487784,8088605201
1371,82.26,American Express,In-store,2022-06-12,2227219346,3030840596
1372,130.84,Visa,In-store,2023-03-05,7095781313,5896673006
1373,538.87,American Express,In-store,2022-05-25,4224545875,4369311901
1374,983.5,Discover,Online,2022-04-12,9265476913,2638725215
1375,477.63,American Express,In-store,2023-02-03,2734057630,1747163013
1376,623.89,American Express,In-store,2022-07-19,3271928809,7280092229
1377,786.82,Visa,Online,2022-07-23,2713146671,9088390268
1378,412.49,Mastercard,Online,2023-02-02,4914714101,5308808955
1379,63.47,American Express,Online,2022-06-13,8487371040,2184343130
1380,956.05,Mastercard,Online,2023-02-08,8044549376,8999023647
1381,635.39,American Express,In-store,2022-04-27,6657878395,7067376691
1382,580.35,American Express,In-store,2022-08-09,6639036641,2383499939
1383,75.24,Discover,In-store,2022-11-16,6944021726,4825984334
1384,66.38,American Express,Online,2022-11-17,3581028950,7322307752
1385,572.21,American Express,In-store,2023-02-21,3745922585,3303251786
1386,531.71,Discover,In-store,2022-07-27,7661482944,8946248794
1387,850.07,Mastercard,In-store,2022-12-29,6646089888,7709549351
1388,513.49,Mastercard,In-store,2022-10-09,2976747515,5144477966
1389,756.83,Discover,In-store,2022-08-16,4984716416,1309363298
1390,487.1,Discover,Online,2022-05-07,4511098736,5296549165
1391,841.58,Visa,In-store,2023-01-24,4469871036,3337261821
1392,470.49,Mastercard,In-store,2022-04-24,3104073244,9209508009
1393,96.25,American Express,In-store,2023-01-25,4172332431,7076580202
1394,190.75,American Express,In-store,2022-12-25,4277523674,6475238853
1395,116.51,Visa,In-store,2022-08-25,3349588617,4679116474
1396,990.86,Visa,In-store,2022-12-18,6997165302,6086863410
1397,746.5,Discover,Online,2022-08-30,6952070184,1613191040
1398,167.69,American Express,Online,2022-12-31,6447469915,7231298495
1399,588.16,American Express,Online,2023-03-06,4340957915,1866830041
1400,200.36,Visa,Online,2022-08-12,6447250656,9486013976
1401,39.4,American Express,Online,2022-04-27,7619031227,1242438983
1402,668.98,Mastercard,Online,2022-07-01,5655339946,4838444526
1403,683.21,American Express,In-store,2022-09-25,6958795714,4278986925
1404,255.41,Visa,In-store,2023-01-15,2289525686,2444402534
1405,974.77,Visa,Online,2022-04-30,1511573671,5284495625
1406,406.1,Mastercard,In-store,2022-08-22,1747825735,6523415664
1407,168.08,American Express,In-store,2022-11-26,7184127830,2498358779
1408,106.34,Discover,Online,2022-10-25,9833788405,6417872924
1409,19.05,Discover,In-store,2022-04-02,6813722583,4020437463
1410,888.8,Mastercard,Online,2022-12-11,7918037650,7659141369
1411,607.5,Discover,Online,2022-05-13,6215994821,8552186881
1412,168.82,Mastercard,In-store,2022-08-23,3142759388,2901637658
1413,356.66,Discover,In-store,2022-08-03,1903572978,2757378780
1414,997.48,Visa,Online,2023-01-13,7248268463,5766496833
1415,749.86,Visa,Online,2022-12-10,2466333944,1373736964
1416,216.7,Mastercard,Online,2022-06-10,6339880445,6206213960
1417,437.89,Mastercard,Online,2022-09-22,3982689653,4092236164
1418,563.14,American Express,Online,2022-07-29,6686908895,7461871599
1419,717.95,Discover,Online,2022-11-01,9944344376,8985155619
1420,82.73,Visa,Online,2022-03-13,1570024899,6081258890
1421,166.67,Mastercard,Online,2023-02-04,2355343990,5184765963
1422,478.72,Mastercard,In-store,2022-05-30,6198011954,6257710004
1423,554.93,American Express,In-store,2022-10-27,2219300915,7515150108
1424,738.72,American Express,In-store,2022-05-15,8289894332,1319957980
1425,830.96,American Express,Online,2022-06-08,1778765936,4499622444
1426,927.17,Mastercard,In-store,2022-12-08,5955515095,6400152172
1427,151.44,Discover,Online,2022-07-25,4579547901,4922719375
1428,423.24,American Express,Online,2022-12-06,7318009978,9917683872
1429,123.0,Mastercard,Online,2022-03-15,7298548266,5702848720
1430,65.4,Mastercard,In-store,2022-04-16,9302883795,1362284365
